,OrganizationIdentifier,ActivityMediaSubdivisionName,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityConductingOrganizationText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName
24536,SAMISHINDIAN_WQX,,2019-06-17,,,,,48.48,-122.59,Dissolved oxygen (DO)
24537,UTAHDWQ_WQX,,2019-06-19,,Bureau of Land Management,,,40.06274,-109.18622,Dissolved oxygen (DO)
24538,21VASWCB,,2019-02-13,0.3,DEQ,,,37.9794,-75.5487,pH
24539,UTAHDWQ_WQX,,2019-03-05,,Division of Water Quality,,,37.0386,-113.62998,Total dissolved solids
24540,INSTOR_WQX,,2019-05-09,,,,,41.6183461878,-87.1990612156,Sodium
24541,INSTOR_WQX,,2019-12-05,,,,,41.6183461878,-87.1990612156,Sulfate
24542,21VASWCB,Surface Water,2019-01-23,0.3,DEQ,,,37.9794,-75.5487,Fixed suspended solids
24543,INSTOR_WQX,,2019-06-11,,,,,41.65241767,-87.4381260151,Turbidity
24544,MNPCA,Surface Water,2019-04-09,,,,,45.012778,-93.220278,"Transparency, tube with disk"
24545,SAMISHINDIAN_WQX,,2019-04-17,,,,,48.48,-122.59,Fecal Coliform
24546,MNPCA,Surface Water,2019-08-10,,,,,44.953353,-93.205417,Magnesium
24547,WFWQC_UT,,2019-10-16,,,,,40.21143,-111.65195,Volatile suspended solids
24548,MNPCA,Surface Water,2019-09-12,,,,,44.910663,-93.192374,Calcium
24549,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-04,,,,,39.812806,-104.954333,Bromide
24550,MNPCA,Surface Water,2019-05-10,,,,,44.202651,-93.812717,"Temperature, water"
24551,BPMWQX,Surface Water,2019-12-09,,,,,37.8892720817,-107.6546164882,Sulfate
24552,INSTOR_WQX,,2019-06-04,,,,,41.6183461878,-87.1990612156,Turbidity
24553,UTAHDWQ_WQX,,2019-12-18,,Division of Water Quality,,,39.60687,-111.44536,Total suspended solids
24554,UTAHDWQ_WQX,,2019-04-17,,Division of Water Quality,,,40.14387,-111.74946,Dissolved oxygen (DO)
24555,MNPCA,Surface Water,2019-07-09,,,,,45.023889,-93.277222,Sulfate
24556,MNPCA,Surface Water,2019-07-23,,,,,45.023889,-93.277222,"Carbonaceous biochemical oxygen demand, standard conditions"
24557,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-09-10,,,,,40.5703,-84.2106,"Hardness, Ca, Mg"
24558,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,40.00148,-104.825378,Total dissolved solids
24559,BPMWQX,Surface Water,2019-02-27,,,,,37.889925,-107.650156,Magnesium
24560,SANDIAWQ_WQX,Surface Water,2019-08-20,,,,,35.307659,-106.561985,Relative humidity
24561,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-06,,,,,40.00148,-104.825378,pH
24562,INSTOR_WQX,,2019-04-09,,,,,41.65241767,-87.4381260151,Turbidity
24563,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-07,,,,,40.00148,-104.825378,Magnesium
24564,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-15,,,,,39.812772,-104.95444,Dissolved oxygen (DO)
24565,MNPCA,Surface Water,2019-10-05,,,,,44.910663,-93.192374,Total volatile solids
24566,MNPCA,Surface Water,2019-08-19,,,,,45.012778,-93.220278,Total volatile solids
24567,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-17,,,,,39.812772,-104.95444,Chloride
24568,SAMISHINDIAN_WQX,,2019-10-23,,,,,48.48,-122.59,Turbidity
24569,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-01,,,,,40.00148,-104.825378,Fluoride
24570,MNPCA,Surface Water,2019-08-18,,,,,44.932031,-93.144877,Magnesium
24571,MNPCA,Surface Water,2019-02-27,,,,,44.978056,-93.239444,Escherichia coli
24572,MNPCA,Surface Water,2019-05-07,,,,,44.910663,-93.192374,Magnesium
24573,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-18,,,,,39.812772,-104.95444,Sodium
24574,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-06,,,,,40.00148,-104.825378,Escherichia coli
24575,PALERMOWELLFIELD_WQX,Groundwater,2019-10-20,,"GeoEngineers, Inc.",,,47.0020393,-122.9116999,Oxidation reduction potential (ORP)
24576,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-01,,,,,39.812806,-104.954333,Fluoride
24577,SAMISHINDIAN_WQX,,2019-12-11,,,,,48.47,-122.59,pH
24578,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-19,,,,,40.00148,-104.825378,Fluoride
24579,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-08,,,,,39.7303,-84.6353,Sodium
24580,MNPCA,Surface Water,2019-05-27,,,,,45.012778,-93.220278,"Hardness, carbonate"
24581,MNPCA,Surface Water,2019-04-17,,,,,44.97776,-93.090727,pH
24582,MNPCA,Surface Water,2019-02-13,,,,,45.023889,-93.277222,"Biochemical oxygen demand, standard conditions"
24583,OREGONDEQ,Wastewater Treatment Plant Influent,2019-08-22,,,,,45.5975,-122.719,"Biochemical oxygen demand, standard conditions"
24584,SAMISHINDIAN_WQX,,2019-11-12,,,,,48.47,-122.57,"Temperature, water"
24585,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-06-05,,,,,39.8144,-83.0142,Chemical oxygen demand
24586,21VASWCB,,2019-01-23,0.3,DEQ,,,37.9778,-75.5476,Salinity
24587,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,39.812806,-104.954333,Total suspended solids
24588,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,39.812806,-104.954333,Calcium
24589,SAMISHINDIAN_WQX,,2019-09-25,,,,,48.47,-122.59,Salinity
24590,KINGCOUNTY,,2019-04-30,,,,,47.382278,-122.482523,Fecal Coliform
24591,WIDNR_WQX,,2019-02-04,1.0,WIDNR_WQX,,,46.535004,-91.58253,Dissolved oxygen (DO)
24592,BPMWQX,Surface Water,2019-12-06,,,,,37.89098119,-107.6484397,Calcium
24593,INSTOR_WQX,,2019-01-23,,,,,41.5997954912,-87.3429555221,Sodium
24594,21VASWCB,Surface Water,2019-04-09,0.3,DEQ,,,37.9663,-75.5931,Total volatile solids
24595,SAMISHINDIAN_WQX,,2019-04-17,,,,,48.5044,-122.606,Salinity
24596,MNPCA,Surface Water,2019-02-27,,,,,44.97776,-93.090727,pH
24597,UTAHDWQ_WQX,,2019-04-17,,Division of Water Quality,,,38.57944,-109.57183,Sodium
24598,INSTOR_WQX,,2019-02-05,,,,,41.5997954912,-87.3429555221,Sodium
24599,INSTOR_WQX,,2019-10-03,,,,,41.6183461878,-87.1990612156,"Biochemical oxygen demand, standard conditions"
24600,MNPCA,Surface Water,2019-08-07,,,,,45.012778,-93.220278,Dissolved oxygen (DO)
24601,MNPCA,Surface Water,2019-05-08,,,,,44.910663,-93.192374,Chloride
24602,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-15,,,,,39.346865,-84.591751,Total dissolved solids
24603,UTAHDWQ_WQX,,2019-02-12,,Division of Water Quality,,,39.46025,-111.16661,Sodium
24604,MNPCA,Surface Water,2019-09-12,,,,,45.050084,-93.273847,"Hardness, carbonate"
24605,WIDNR_WQX,,2019-08-28,,WIDNR_WQX,,,45.383327,-92.65001,Calcium carbonate
24606,WIDNR_WQX,,2019-07-23,0.5,WIDNR_WQX,,,45.50121,-90.89201,"Temperature, water"
24607,MNPCA,Surface Water,2019-09-23,,,,,44.94981,-92.92872,"Hardness, carbonate"
24608,MNPCA,Surface Water,2019-10-07,,,,,44.957167,-93.081783,pH
24609,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-18,,,,,39.812806,-104.954333,Turbidity
24610,PALERMOWELLFIELD_WQX,Groundwater,2019-10-20,,"GeoEngineers, Inc.",,,47.0020393,-122.9116999,Oxidation reduction potential (ORP)
24611,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-06,,,,,39.812806,-104.954333,Sodium
24612,MNPCA,Surface Water,2019-02-27,,,,,44.978056,-93.245,Total dissolved solids
24613,UTAHDWQ_WQX,,2019-10-09,,Division of Water Quality,,,40.14387,-111.74946,"Alkalinity, total"
24614,MNPCA,Surface Water,2019-05-10,,,,,45.012778,-93.220278,Specific conductance
24615,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-17,,,,,40.00148,-104.825378,Bromide
24616,INSTOR_WQX,,2019-07-11,,,,,41.5997954912,-87.3429555221,Specific conductance
24617,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-01,,,,,40.00148,-104.825378,Sodium
24618,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,40.00148,-104.825378,"Hardness, carbonate"
24619,MNPCA,Surface Water,2019-08-26,,,,,44.875331,-92.99937,Total volatile solids
24620,PALERMOWELLFIELD_WQX,Groundwater,2019-10-20,,"GeoEngineers, Inc.",,,47.0020393,-122.9116999,Dissolved oxygen (DO)
24621,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-15,,,,,39.812772,-104.95444,Chloride
24622,MNPCA,Surface Water,2019-10-07,,,,,44.925096,-92.91244,Chloride
24623,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-20,,,,,40.00148,-104.825378,Sodium
24624,MNPCA,Surface Water,2019-08-29,,,,,44.953273,-93.074752,"Carbonaceous biochemical oxygen demand, standard conditions"
24625,INSTOR_WQX,,2019-08-06,,,,,41.6183461878,-87.1990612156,Calcium carbonate
24626,MNPCA,Surface Water,2019-06-30,,,,,45.050084,-93.273847,"Hardness, carbonate"
24627,MNPCA,Surface Water,2019-06-24,,,,,45.03739,-92.8425,Total volatile solids
24628,MNPCA,Surface Water,2019-01-23,,,,,44.978056,-93.239444,"Alkalinity, total"
24629,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-20,,,,,40.00148,-104.825378,Potassium
24630,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-30,,,,,39.2506,-84.2894,Potassium
24631,INSTOR_WQX,,2019-08-13,,,,,41.5997954912,-87.3429555221,"Biochemical oxygen demand, standard conditions"
24632,WFWQC_UT,,2019-09-11,,,,,40.144972,-111.650333,Salinity
24633,WIDNR_WQX,,2019-09-24,4.0,WIDNR_WQX,,,45.82015,-91.89824,Total suspended solids
24634,MNPCA,Surface Water,2019-06-13,,,,,44.932031,-93.144877,Escherichia coli
24635,RVRPOMO,,2019-03-13,,,,,39.2858,-123.183,Total Coliform
24636,MNPCA,Surface Water,2019-06-14,,,,,45.023889,-93.277222,Total dissolved solids
24637,UTAHDWQ_WQX,,2019-07-15,,Division of Water Quality,,,39.46025,-111.16661,Total suspended solids
24638,MNPCA,Surface Water,2019-02-27,,,,,44.957167,-93.081783,"Hardness, carbonate"
24639,MNPCA,Surface Water,2019-08-18,,,,,44.97736,-93.090457,pH
24640,INSTOR_WQX,,2019-06-04,,,,,41.6183461878,-87.1990612156,Dissolved oxygen (DO)
24641,21COL001_WQX,Wastewater Treatment Plant Effluent,2019-10-08,,CDPHE-WQCD,,,39.7435,-105.476,Potassium
24642,MNPCA,Surface Water,2019-07-02,,,,,44.925096,-92.91244,Total suspended solids
24643,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-20,,,,,39.812806,-104.954333,Calcium
24644,UTAHDWQ_WQX,,2019-06-19,,Division of Water Quality,,,40.14387,-111.74946,Total suspended solids
24645,MNPCA,Surface Water,2019-03-18,,,,,45.023889,-93.277222,"Temperature, water"
24646,MNPCA,Surface Water,2019-05-06,,,,,44.957167,-93.081783,Sulfate
24647,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-07,,,,,41.539097,-82.858886,"Carbonaceous biochemical oxygen demand, standard conditions"
24648,UTAHDWQ_WQX,,2019-06-19,,Division of Water Quality,,,39.32302,-111.11461,Sodium
24649,UTAHDWQ_WQX,,2019-02-06,,Division of Water Quality,,,37.03965,-113.63329,pH
24650,SANDIAWQ_WQX,,2019-08-20,,,,,35.307659,-106.561985,Turbidity
24651,KINGCOUNTY,,2019-07-22,,,,,47.35425,-122.449187,Fecal Coliform
24652,MNPCA,Surface Water,2019-11-21,,,,,44.910663,-93.192374,Total suspended solids
24653,MNPCA,Surface Water,2019-08-18,,,,,44.957167,-93.081783,Total suspended solids
24654,INSTOR_WQX,,2019-01-03,,,,,41.6183461878,-87.1990612156,Sulfate
24655,MNPCA,Surface Water,2019-07-23,,,,,45.03739,-92.8425,Stream stage
24656,UTAHDWQ_WQX,,2019-04-18,,Division of Water Quality,,,39.5333,-110.71293,Total suspended solids
24657,MNPCA,Surface Water,2019-08-26,,,,,44.86311,-93.00493,Stream stage
24658,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-20,,,,,39.812806,-104.954333,Calcium
24659,WIDNR_WQX,,2019-06-25,,WIDNR_WQX,,,45.884422,-89.65167,Dissolved oxygen (DO)
24660,UTAHDWQ_WQX,,2019-08-13,,Division of Water Quality,,,39.46022,-111.1656,Potassium
24661,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,39.812772,-104.95444,Dissolved oxygen (DO)
24662,INSTOR_WQX,,2019-11-14,,,,,41.6183461878,-87.1990612156,"Alkalinity, total"
24663,INSTOR_WQX,,2019-09-19,,,,,41.65241767,-87.4381260151,pH
24664,MNPCA,Surface Water,2019-08-16,,,,,44.910663,-93.192374,Magnesium
24665,INSTOR_WQX,,2019-03-12,,,,,41.5997954912,-87.3429555221,Dissolved oxygen (DO)
24666,UTAHDWQ_WQX,,2019-02-19,,Division of Water Quality,,,40.14387,-111.74946,Specific conductance
24667,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,39.812806,-104.954333,Turbidity
24668,INSTOR_WQX,,2019-07-11,,,,,41.69232048,-87.5054023621,Total solids
24669,INSTOR_WQX,,2019-05-09,,,,,41.6183461878,-87.1990612156,Specific conductance
24670,UTAHDWQ_WQX,,2019-04-16,,Division of Water Quality,,,39.68413,-111.15628,Dissolved oxygen (DO)
24671,SANDIAWQ_WQX,Deionized Water,2019-09-11,,,,,1.0,-1.0,Salinity
24672,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-05,,,,,39.812772,-104.95444,"Biochemical oxygen demand, standard conditions"
24673,INSTOR_WQX,,2019-04-01,,,,,41.7250767749,-86.9016515024,Fluoride
24674,INSTOR_WQX,,2019-01-23,,,,,41.69232048,-87.5054023621,Turbidity
24675,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-15,,,,,39.2133,-84.7004,"Carbonaceous biochemical oxygen demand, standard conditions"
24676,MNPCA,Surface Water,2019-06-30,,,,,44.957167,-93.081783,Total volatile solids
24677,INSTOR_WQX,,2019-09-19,,,,,41.69232048,-87.5054023621,Specific conductance
24678,21VASWCB,,2019-02-13,0.3,DEQ,,,37.9003,-75.5125,Weather comments (text)
24679,MNPCA,Surface Water,2019-01-09,,,,,44.978056,-93.239444,"Carbonaceous biochemical oxygen demand, standard conditions"
24680,MNPCA,Surface Water,2019-05-08,,,,,45.012778,-93.220278,Total dissolved solids
24681,MNPCA,Surface Water,2019-09-12,,,,,44.9971,-93.47175,Chloride
24682,INSTOR_WQX,,2019-11-21,,,,,41.69232048,-87.5054023621,Total solids
24683,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-03,,,,,40.00148,-104.825378,Potassium
24684,WFWQC_UT,,2019-01-16,,,,,40.144972,-111.650333,Specific conductivity***retired***use Specific conductance
24685,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-02,,,,,39.812806,-104.954333,Conductivity
24686,INSTOR_WQX,,2019-04-01,,,,,41.7250767749,-86.9016515024,Sodium
24687,MNPCA,Surface Water,2019-10-05,,,,,44.97736,-93.090457,Total suspended solids
24688,MNPCA,Surface Water,2019-08-26,,,,,44.809706,-92.930417,Stream stage
24689,PALERMOWELLFIELD_WQX,Groundwater,2019-10-19,,"GeoEngineers, Inc.",,,47.0020393,-122.9116999,pH
24690,MNPCA,Surface Water,2019-10-07,,,,,44.957167,-93.081783,"Hardness, carbonate"
24691,INSTOR_WQX,,2019-11-21,,,,,41.65241767,-87.4381260151,Escherichia coli
24692,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-02,,,,,40.00148,-104.825378,Dissolved oxygen (DO)
24693,UTAHDWQ_WQX,,2019-07-15,,Division of Water Quality,,,39.41108,-111.09239,Magnesium
24694,INSTOR_WQX,,2019-01-03,,,,,41.6183461878,-87.1990612156,Fluoride
24695,MNPCA,Surface Water,2019-11-21,,,,,45.4584,-94.4306,Total dissolved solids
24696,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-03,,,,,39.812772,-104.95444,Sulfate
24697,SAMISHINDIAN_WQX,,2019-10-23,,,,,48.48,-122.59,pH
24698,INSTOR_WQX,,2019-05-14,,,,,41.69232048,-87.5054023621,Calcium carbonate
24699,UTAHDWQ_WQX,,2019-06-19,,Bureau of Land Management,,,40.06274,-109.18622,Total suspended solids
24700,INSTOR_WQX,,2019-07-11,,,,,41.65241767,-87.4381260151,Silica
24701,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-08-20,,,,,40.5703,-84.2106,Specific conductance
24702,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,39.812772,-104.95444,Fluoride
24703,MNPCA,Surface Water,2019-11-14,,,,,45.5841,-94.1875,Total volatile solids
24704,KINGCOUNTY,,2019-04-30,,,,,47.35425,-122.449187,Fecal Coliform
24705,MNPCA,Surface Water,2019-05-08,,,,,44.957167,-93.081783,Total dissolved solids
24706,SAMISHINDIAN_WQX,,2019-05-08,,,,,48.47,-122.59,Specific conductance
24707,MNPCA,Surface Water,2019-11-21,,,,,44.957167,-93.081783,Total suspended solids
24708,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-06,,,,,39.812806,-104.954333,"Alkalinity, total"
24709,MNPCA,Surface Water,2019-10-21,,,,,44.97736,-93.090457,pH
24710,MNPCA,Surface Water,2019-08-13,,,,,44.910663,-93.192374,Total volatile solids
24711,INSTOR_WQX,,2019-09-09,,,,,41.7250767749,-86.9016515024,"Alkalinity, total"
24712,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-16,,,,,39.812806,-104.954333,Total suspended solids
24713,MNPCA,Surface Water,2019-07-15,,,,,45.050084,-93.273847,Chemical oxygen demand
24714,MNPCA,Surface Water,2019-07-15,,,,,45.023889,-93.277222,pH
24715,INSTOR_WQX,,2019-04-09,,,,,41.5997954912,-87.3429555221,Sodium
24716,INSTOR_WQX,,2019-02-13,,,,,41.7250767749,-86.9016515024,Specific conductance
24717,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,39.812806,-104.954333,Chloride
24718,BPMWQX,Surface Water,2019-01-23,,,,,37.889925,-107.650156,Potassium
24719,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-05,,,,,40.00148,-104.825378,Potassium
24720,MNPCA,Surface Water,2019-07-09,,,,,45.023889,-93.277222,Chloride
24721,UTAHDWQ_WQX,,2019-05-08,,Division of Water Quality,,,39.20217,-110.99596,Potassium
24722,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-29,,,,,41.0714,-82.7256,"Alkalinity, total"
24723,UTAHDWQ_WQX,,2019-03-05,,Division of Water Quality,,,37.0386,-113.62998,pH
24724,MNPCA,Surface Water,2019-04-23,,,,,44.910663,-93.192374,Total suspended solids
24725,KINGCOUNTY,,2019-03-11,,,,,47.474185,-122.447013,Fecal Coliform
24726,MNPCA,Surface Water,2019-09-03,,,,,44.925096,-92.91244,Total suspended solids
24727,MNPCA,Surface Water,2019-04-17,,,,,45.050084,-93.273847,"Carbonaceous biochemical oxygen demand, standard conditions"
24728,MNPCA,Surface Water,2019-05-09,,,,,44.925096,-92.91244,"Hardness, carbonate"
24729,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-22,,,,,39.7201,-84.2288,Magnesium
24730,MNPCA,Surface Water,2019-03-08,,,,,44.953353,-93.205417,pH
24731,MNPCA,Surface Water,2019-01-23,,,,,44.932031,-93.144877,pH
24732,INSTOR_WQX,,2019-06-03,,,,,41.7250767749,-86.9016515024,Fluoride
24733,BPMWQX,Surface Water,2019-12-09,,,,,37.8892720817,-107.6546164882,"Alkalinity, total"
24734,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-04,,,,,39.812772,-104.95444,Turbidity
24735,MNPCA,Surface Water,2019-06-30,,,,,44.97776,-93.090727,Calcium
24736,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-01,,,,,40.00148,-104.825378,Potassium
24737,MNPCA,Surface Water,2019-06-13,,,,,44.202651,-93.812717,Stream recreational suitability (choice list)
24738,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-18,,,,,40.00148,-104.825378,"Hardness, carbonate"
24739,MNPCA,Surface Water,2019-08-26,,,,,44.910663,-93.192374,"Hardness, carbonate"
24740,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-17,,,,,39.812806,-104.954333,Fluoride
24741,21VASWCB,,2019-11-06,0.3,DEQ,,,37.6712,-77.5668,"Carbonaceous biochemical oxygen demand, standard conditions"
24742,INSTOR_WQX,,2019-04-09,,,,,41.5997954912,-87.3429555221,Specific conductance
24743,MNPCA,Surface Water,2019-10-23,,,,,44.94981,-92.92872,Dissolved oxygen (DO)
24744,PALERMOWELLFIELD_WQX,Groundwater,2019-10-25,,"GeoEngineers, Inc.",,,47.0024943,-122.9119127,Specific conductance
24745,MNPCA,Surface Water,2019-07-28,,,,,44.957167,-93.081783,Total dissolved solids
24746,WIDNR_WQX,,2019-08-20,,WIDNR_WQX,,,45.884422,-89.65167,pH
24747,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-06,,,,,39.812806,-104.954333,"Temperature, water"
24748,WIDNR_WQX,,2019-05-01,,WIDNR_WQX,,,45.884422,-89.65167,"Temperature, water"
24749,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-04,,,,,39.812806,-104.954333,"Biochemical oxygen demand, standard conditions"
24750,MNPCA,Surface Water,2019-08-15,,,,,44.202651,-93.812717,Stream condition (text)
24751,INSTOR_WQX,,2019-12-10,,,,,41.65241767,-87.4381260151,Calcium carbonate
24752,MNPCA,Surface Water,2019-11-14,,,,,44.97776,-93.090727,Total volatile solids
24753,MNPCA,Surface Water,2019-09-05,,,,,44.202651,-93.812717,Stream condition (text)
24754,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-07,,,,,40.00148,-104.825378,Sodium
24755,MNPCA,Surface Water,2019-02-27,,,,,44.97736,-93.090457,Total suspended solids
24756,MNPCA,Surface Water,2019-04-17,,,,,45.012778,-93.220278,Total volatile solids
24757,MNPCA,Surface Water,2019-03-21,,,,,44.97736,-93.090457,pH
24758,UTAHDWQ_WQX,,2019-04-18,,Division of Water Quality,,,39.5333,-110.71293,Sodium
24759,UTAHDWQ_WQX,,2019-04-03,,Division of Water Quality,,,40.14387,-111.74946,Dissolved oxygen (DO)
24760,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,40.00148,-104.825378,Sodium
24761,MNPCA,Surface Water,2019-09-17,,,,,44.957167,-93.081783,Total dissolved solids
24762,WFWQC_UT,,2019-06-12,,,,,40.144972,-111.650333,Total dissolved solids
24763,WIDNR_WQX,,2019-05-14,0.5,WIDNR_WQX,,,43.094933,-88.08763,pH
24764,MNPCA,Surface Water,2019-07-09,,,,,45.012778,-93.220278,Chemical oxygen demand
24765,PALERMOWELLFIELD_WQX,Groundwater,2019-10-25,,"GeoEngineers, Inc.",,,47.0024943,-122.9119127,pH
24766,UTAHDWQ_WQX,,2019-08-20,,Division of Water Quality,,,37.03965,-113.63329,Potassium
24767,INSTOR_WQX,,2019-08-05,,,,,41.7250767749,-86.9016515024,Turbidity
24768,INSTOR_WQX,,2019-11-21,,,,,41.69232048,-87.5054023621,"Alkalinity, total"
24769,UTAHDWQ_WQX,,2019-08-14,,Division of Water Quality,,,38.57944,-109.57183,"Temperature, water"
24770,MNPCA,Surface Water,2019-09-30,,,,,44.84048,-93.00483,Total suspended solids
24771,MNPCA,Surface Water,2019-06-30,,,,,45.012778,-93.220278,Total dissolved solids
24772,MNPCA,Surface Water,2019-08-19,,,,,44.978056,-93.239444,Sulfate
24773,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,39.812806,-104.954333,Escherichia coli
24774,INSTOR_WQX,,2019-01-03,,,,,41.7250767749,-86.9016515024,pH
24775,MNPCA,Surface Water,2019-01-23,,,,,44.97776,-93.090727,Chloride
24776,KINGCOUNTY,,2019-09-16,,,,,47.37727,-122.487068,Fecal Coliform
24777,MNPCA,Surface Water,2019-06-14,,,,,45.012778,-93.220278,Specific conductance
24778,OREGONDEQ,Wastewater Treatment Plant Influent,2019-12-11,,,,,46.0319,-123.3675,Total suspended solids
24779,INSTOR_WQX,,2019-10-10,,,,,41.5997954912,-87.3429555221,Fluoride
24780,MNPCA,Surface Water,2019-06-04,,,,,44.97776,-93.090727,Magnesium
24781,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-12-03,,,,,39.812772,-104.95444,Calcium
24782,SAMISHINDIAN_WQX,,2019-05-08,,,,,48.511,-122.698,Specific conductance
24783,MNPCA,Surface Water,2019-09-12,,,,,44.809706,-92.930417,Total volatile solids
24784,MNPCA,Surface Water,2019-08-13,,,,,44.953353,-93.205417,Magnesium
